,x,y,time,cyc,track,qs,px1,py1,px2,py2,geometry,min_dist
0,-822339.9112513682,413478.73596973537,78160279.32203144,7,1360-gt3r,3.5743891401625354,,,,,POINT (-822339.9112513682 413478.73596973537),94.54974681878403
1,-822320.1941007188,413386.2649548509,78160278.9550287,7,1360-gt3l,3.3673162111640904,-801652.0454353718,408880.5960736545,-810625.7560476748,410838.0500431473,POINT (-822320.1941007188 413386.2649548509),94.54974681878403
2,-822643.2099612644,410164.37195918727,78160279.27995437,7,1360-gt2r,2.7524820687029066,-803706.326806627,406037.7432414722,-812736.6615783524,408006.9273843435,POINT (-822643.2099612644 410164.37195918727),103.49081371948132
3,-822718.4237287637,410093.28583042166,78160278.92719047,7,1360-gt2l,3.0054676993080065,-804066.7435941895,406028.7346094266,-812621.8023581059,407894.2224610771,POINT (-822718.4237287637 410093.28583042166),103.49081371948132
4,-823116.2861780974,406893.1973414417,78160279.26351498,7,1360-gt1r,3.2885827849155764,,,,,POINT (-823116.2861780974 406893.1973414417),196.91424589580726
5,-824962.037638197,407197.0124884715,78160279.17187779,7,1360-gt1l,4.16585243452965,-824962.037638197,407197.0124884715,-833082.04803642,408963.2376375541,POINT (-824962.037638197 407197.0124884715),1870.5887030623617
6,-920585.7849738497,336607.14030417963,78075427.58539607,7,1345-gt3r,3.1302353545935424,-920585.7849738497,336607.14030417963,-973981.1053125815,342653.3751598961,POINT (-920585.7849738497 336607.14030417963),107.36296461005622
7,-920537.894088029,336511.050402394,78075427.21566834,7,1345-gt3l,3.318095301429267,-920537.894088029,336511.050402394,-975482.3944034027,342732.9879454253,POINT (-920537.894088029 336511.050402394),107.36296461005622
8,-959440.2551270836,337682.8702001846,78075433.20498548,7,1345-gt2r,3.677082459372296,,,,,POINT (-959440.2551270836 337682.8702001846),1790.8197371872936
9,-965548.7343481092,338290.51772442285,78075433.73159423,7,1345-gt2l,3.177595250015301,-965548.7343481092,338290.51772442285,-978795.5722784353,339778.71563363756,POINT (-965548.7343481092 338290.51772442285),4406.210994258167
10,-924446.2529928253,330408.22472454887,78075428.07368119,7,1345-gt1r,4.726532176796428,-924446.2529928253,330408.22472454887,-933794.3108330047,331459.19055116735,POINT (-924446.2529928253 330408.22472454887),109.60063250519467
11,-924419.1015891865,330302.0404511089,78075427.70593788,7,1345-gt1l,3.7459817512773514,-924419.1015891865,330302.0404511089,-933863.5917066986,331366.677099606,POINT (-924419.1015891865 330302.0404511089),109.60063250519467
12,-890705.8742056246,361540.7751526554,77939374.86639355,7,1321-gt3r,6.204123587538184,-908739.0637971526,374625.2094999971,-890705.8742056246,361540.7751526554,POINT (-890705.8742056246 361540.7751526554),1074.5544202842766
13,-889787.4805925303,360982.903865009,77939374.6600851,7,1321-gt3l,5.258358424263029,,,,,POINT (-889787.4805925303 360982.903865009),984.3983638991233
14,-886684.8720505198,362707.5777357727,77939375.25575052,7,1321-gt2r,3.619252560384452,-909728.7897513007,379428.3881849962,-886684.8720505198,362707.5777357727,POINT (-886684.8720505198 362707.5777357727),116.23614173830347
15,-886571.1724027975,362731.727906663,77939374.9057231,7,1321-gt2l,4.565433086747101,,,,,POINT (-886571.1724027975 362731.727906663),116.23614173830347
16,-882981.3846562426,364100.3949678211,77939375.588458,7,1321-gt1r,4.165386924394218,-902855.2920043031,378519.5158139931,-882981.3846562426,364100.3949678211,POINT (-882981.3846562426 364100.3949678211),134.75385595383133
17,-883005.5085316041,364232.97189014155,77939375.21240059,7,1321-gt1l,5.628199812244112,,,,,POINT (-883005.5085316041 364232.97189014155),134.75385595383133
18,-820325.0859940354,418688.2344868753,77815179.2072275,7,1299-gt1r,4.7636263554756155,,,,,POINT (-820325.0859940354 418688.2344868753),765.6137976229217
19,-893741.314264718,359048.1666267863,77385223.96973452,7,1223-gt3r,5.042092978764012,,,,,POINT (-893741.314264718 359048.1666267863),104.07827916551162
20,-893811.2367359662,358971.0748878735,77385223.6166769,7,1223-gt3l,5.947683495734354,,,,,POINT (-893811.2367359662 358971.0748878735),104.07827916551162
21,-896133.2935402861,356048.19454734056,77385224.26870279,7,1223-gt2r,3.157447418688391,,,,,POINT (-896133.2935402861 356048.19454734056),948.9319921074764
22,-899191.5169112004,356395.0063317806,77385224.35252023,7,1223-gt2l,6.51645670571259,-899191.5169112004,356395.0063317806,-911242.9064978143,358100.138734212,POINT (-899191.5169112004 356395.0063317806),1938.7508799026264
23,-903478.8417537659,353755.6281835617,77385225.29226823,7,1223-gt1r,4.616021906344326,-833953.8088848486,343858.16128603084,-861596.918053168,347807.131494414,POINT (-903478.8417537659 353755.6281835617),112.23916675444765
24,-903434.4153101054,353652.5557737839,77385224.92167003,7,1223-gt1l,4.363644478292833,,,,,POINT (-903434.4153101054 353652.5557737839),112.23916675444765
25,-858334.7745897522,376882.1587259031,77249176.8062714,7,1199-gt1r,6.0908498221537295,,,,,POINT (-858334.7745897522 376882.1587259031),93.88425083454757
26,-858263.4523424183,376943.21107712726,77249176.44702213,7,1199-gt1l,7.02879078957894,,,,,POINT (-858263.4523424183 376943.21107712726),93.88425083454757
27,-875129.9717283243,369032.2423693416,77040121.2541096,7,1162-gt3r,4.470483642832699,,,,,POINT (-875129.9717283243 369032.2423693416),230.7419627688371
28,-875354.8106407444,368980.3837457177,77040120.9233599,7,1162-gt3l,4.579125860553241,,,,,POINT (-875354.8106407444 368980.3837457177),230.7419627688371
29,-880179.2365962125,366474.4693616122,77040121.93634605,7,1162-gt2r,4.549320845608524,,,,,POINT (-880179.2365962125 366474.4693616122),130.6218853975465
