,x,y,time,cyc,track,qs,px1,py1,px2,py2,geometry,min_dist
0,-822297.3945436407,413216.5586167644,38926348.476839855,2,1360-gt3r,3.794417709169933,,,,,POINT (-822297.3945436407 413216.5586167644),119.81255980985247
1,-822392.8287475933,413144.1199378414,38926348.127114,2,1360-gt3l,3.3354438161349687,,,,,POINT (-822392.8287475933 413144.1199378414),119.81255980985247
2,-823076.0729667798,410005.7695527396,38926348.50503636,2,1360-gt2r,3.574437037577413,,,,,POINT (-823076.0729667798 410005.7695527396),97.7255444664983
3,-823057.094688393,409909.90450702043,38926348.13861396,2,1360-gt2l,3.620655326574174,,,,,POINT (-823057.094688393 409909.90450702043),97.7255444664983
4,-824995.3559436505,407043.93987107783,38926348.70302949,2,1360-gt1r,7.59365122970341,,,,,POINT (-824995.3559436505 407043.93987107783),163.6330661386749
5,-824881.5136020674,406926.399658398,38926348.321244545,2,1360-gt1l,5.0481053168020145,,,,,POINT (-824881.5136020674 406926.399658398),163.6330661386749
6,-920593.3502338518,336368.2470890066,38841497.07983188,2,1345-gt3r,3.438262446977209,,,,,POINT (-920593.3502338518 336368.2470890066),98.3791482606772
7,-920642.2527824104,336282.88317650853,38841496.72434653,2,1345-gt3l,3.4898070507926517,-965090.3248533501,341315.31496047776,-974851.2977037879,342414.7945353119,POINT (-920642.2527824104 336282.88317650853),98.3791482606772
8,-961773.3451469392,334380.46856790094,38841503.00208398,2,1345-gt1r,3.398579508049493,,,,,POINT (-961773.3451469392 334380.46856790094),149.61698005282804
9,-961899.9596498176,334300.756533797,38841502.656886056,2,1345-gt1l,3.5143110696879827,,,,,POINT (-961899.9596498176 334300.756533797),149.61698005282804
10,-867654.239072821,345240.5206404574,38705448.7214388,2,1321-gt3l,3.592726048529873,,,,,POINT (-867654.239072821 345240.5206404574),8276.943812061052
11,-814050.4075893571,423776.2265712691,38581249.29012142,2,1299-gt3r,3.200254337197291,,,,,POINT (-814050.4075893571 423776.2265712691),197.9219713095587
