,x,y,time,cyc,track,qs,px1,py1,px2,py2,geometry,min_dist
0,-901585.6475208851,353666.4720892675,117518433.29893593,12,1382-gt3r,3.2846922163228185,-910403.7999289203,359883.968420274,-901585.6475208851,353666.4720892675,POINT (-901585.6475208851 353666.4720892675),121.46255034942526
1,-901468.2890564394,353697.7793082487,117518432.94839983,12,1382-gt3l,3.170519397808622,-908933.1715302863,358961.5453349499,-901468.2890564394,353697.7793082487,POINT (-901468.2890564394 353697.7793082487),121.46255034942526
2,-895453.9344304327,357430.7150576478,117518433.74495038,12,1382-gt1r,5.13746276574656,,,,,POINT (-895453.9344304327 357430.7150576478),197.35340813076024
3,-895258.401098883,357403.97400393087,117518433.40836634,12,1382-gt1l,5.005729338705744,-907639.0300716578,366135.1797057788,-895258.401098883,357403.97400393087,POINT (-895258.401098883 357403.97400393087),197.35340813076024
4,-822128.3707959271,413443.9816877039,117394237.67917724,12,1360-gt3r,4.742895714150594,,,,,POINT (-822128.3707959271 413443.9816877039),693.9582188214374
5,-823002.5722670375,410251.9471281336,117394237.72135802,12,1360-gt2r,4.029604125561802,-803742.1304313961,406056.19706727524,-812677.7404787809,408003.13806588674,POINT (-823002.5722670375 410251.9471281336),106.97182134853755
6,-822964.5761212677,410151.9508108551,117394237.35115036,12,1360-gt2l,3.6424932868677553,,,,,POINT (-822964.5761212677 410151.9508108551),106.97182134853755
7,-824827.5564770105,407265.9446761609,117394237.90471144,12,1360-gt1r,5.109473082130802,,,,,POINT (-824827.5564770105 407265.9446761609),213.68186632947925
8,-825036.4692982225,407221.0517688001,117394237.57108626,12,1360-gt1l,5.782478934449392,,,,,POINT (-825036.4692982225 407221.0517688001),213.68186632947925
9,-920526.4740047457,336611.56303929427,117309386.11714512,12,1345-gt3r,4.3196062624703755,-920526.4740047457,336611.56303929427,-975703.9998148644,342855.51257462817,POINT (-920526.4740047457 336611.56303929427),134.71200817611228
10,-920633.7446379618,336530.07478004025,117309385.76930268,12,1345-gt3l,4.686751818746757,-920633.7446379618,336530.07478004025,-977070.2019368563,342915.7209500115,POINT (-920633.7446379618 336530.07478004025),134.71200817611228
11,-965790.6305155449,338406.37324669556,117309392.66959606,12,1345-gt2r,3.0708491823781703,-965054.6653716223,338324.5354507278,-978262.4919275545,339810.3126524787,POINT (-965790.6305155449 338406.37324669556),1352.9584763687494
12,-961803.99646014,334630.52296009846,117309392.0527018,12,1345-gt1r,3.4046173015495853,-937974.3139634938,331936.77135982434,-961803.99646014,334630.52296009846,POINT (-961803.99646014 334630.52296009846),1733.3206157681361
13,-818762.1524366064,420270.5285862032,117258200.28634068,12,1336-gt3r,3.549504919279044,-812081.1802431241,414340.63707159937,-807321.7418791741,410116.6917648187,POINT (-818762.1524366064 420270.5285862032),217.00356581651616
14,-818552.8860592709,420213.09923052165,117258199.95208676,12,1336-gt3l,3.554482814648386,-806850.5754438413,409826.7808662115,-802847.6865907852,406275.48857932666,POINT (-818552.8860592709 420213.09923052165),217.00356581651616
15,-812464.8950056947,423523.2122826833,117258200.68928546,12,1336-gt1r,2.9797270873192296,,,,,POINT (-812464.8950056947 423523.2122826833),1354.7441065827838
16,-890648.9098361038,361486.64622744167,117173333.35771643,12,1321-gt3r,5.4500062498204525,,,,,POINT (-890648.9098361038 361486.64622744167),95.53959603156375
